Majority protein IDs	LFQ intensity 10_R1	LFQ intensity 10_R2	LFQ intensity 10_R3	LFQ intensity 11_R1	LFQ intensity 11_R2	LFQ intensity 11_R3	Anotacoes	Unique peptides	Sequence coverage [%]
KZN87332.1;OKO97359.1;evm_model_NODE_30_94;EPS26866.1;CEJ57154.1	0	0	0	0	195620	0	RNA-binding S4 domain;RNA-binding S4 domain superfamily;Ribosomal protein S4, conserved site;Ribosomal protein S4/S9;Ribosomal protein S4/S9, N-terminal;ribosomal protein S4; 40S ribosomal protein S9; small subunit ribosomal protein S9e	2	11.6
EPS33058.1;CEJ58037.1;evm_model_NODE_18_80;OKP15037.1	0	0	0	0	1070100	1156200	Chaperonin GroES, conserved site;GroES chaperonin family;GroES chaperonin superfamily;GroES-like superfamily;chaperonin, putative; 10 kDa heat shock protein, mitochondrial; Cpn10-domain-containing protein	2	20.4
OKP15032.1;evm_model_NODE_18_76;EPS32961.1;CEJ58042.1;KZN89582.1	0	499590	0	0	203580	0	ATP-citrate lyase/succinyl-CoA ligase;ATP-citrate lyase/succinyl-CoA ligase, active site;ATP-citrate lyase/succinyl-CoA ligase, conserved site;Citrate synthase;Citrate synthase superfamily;Citrate synthase-like, large alpha subdomain;CoA-binding;NAD(P)-binding domain superfamily;Succinyl-CoA synthetase, beta subunit, conserved site;Succinyl-CoA synthetase-like;Citrate synthase-like, core; ATP citrate lyase, subunit 1, putative	2	3.1
OKP13386.1;evm_model_NODE_55_37;EPS32861.1;CEJ58168.1;KZN89479.1	0	356360	0	0	0	0	AAA ATPase, CDC48 family;AAA+ ATPase domain;ATPase, AAA-type, conserved site;ATPase, AAA-type, core;Aspartate decarboxylase-like domain superfamily;CDC48 domain 2-like superfamily;CDC48, N-terminal subdomain;CDC48, domain 2;P-loop containing nucleoside triphosphate hydrolase;Vps4 oligomerisation, C-terminal;cell division control protein 48; Cdc48p	2	2
CEJ59836.1;OKP12204.1;OKP04979.1;evm_model_NODE_3_119;evm_model_NODE_15_291;EPS35023.1	0	2551300	0	0	0	0	GH54;Alpha-L-arabinofuranosidase B, arabinose-binding domain;Alpha-L-arabinofuranosidase B, arabinose-binding domain superfamily;Alpha-L-arabinofuranosidase B, catalytic;Concanavalin A-like lectin/glucanase domain superfamily;Alpha-L-arabinofuranosidase B; Short=ABF B; Short=Arabinosidase B; AltName: Full=Alpha-L-arabinofuranosidase of 60kDa; Short=AF-60; carbohydrate-binding module family 42 protein	2	6.9
evm_model_NODE_15_238;OKP12282.1;CEJ59887.1;KZN89078.1;EPS34984.1	0	110180	0	0	0	0	Metalloenzyme, LuxS/M16 peptidase-like;Peptidase M16, C-terminal;Peptidase M16, N-terminal;Peptidase M16, middle/third domain;A-pheromone processing metallopeptidase Ste23	2	1.7
OKP00891.1;evm_model_NODE_3_313;KZN91010.1;EPS34629.1;CEJ60283.1	0	581820	0	0	0	0	Aldolase-type TIM barrel;PdxS/SNZ N-terminal domain;Pyridoxal 5'-phosphate synthase subunit PdxS/SNZ;Vitamin B6 biosynthesis protein; Pyridoxine biosynthesis protein pyroA; pyridoxine biosynthesis protein PDX1	2	7.2
OKP11753.1;evm_model_NODE_4_133;CEJ60817.1;EPS29028.1	0	135150	0	0	0	0	6-phosphogluconate dehydrogenase-like, C-terminal domain superfamily;NAD(P)-binding domain superfamily;Pyrroline-5-carboxylate reductase;Pyrroline-5-carboxylate reductase, catalytic, N-terminal;Pyrroline-5-carboxylate reductase, dimerisation domain;pyrroline-5-carboxylate reductase; NADP oxidoreductase, coenzyme F420-dependent	2	8.8
KZN92780.1;EPS29103.1;CEJ60829.1;OKP11034.1;evm_model_NODE_4_118	0	0	163490	0	0	0	Actinin-type actin-binding domain, conserved site;CH domain superfamily;Calponin homology domain;EF-hand domain pair;fimbrin; putative actin-bundling protein Sac6	2	2.5
OKP08331.1;evm_model_NODE_12_210;CEJ61479.1;KZN89931.1	0	0	33496	0	0	0	Glycine cleavage system P protein;Glycine dehydrogenase (decarboxylating);Pyridoxal phosphate-dependent transferase;Pyridoxal phosphate-dependent transferase domain 1;Pyridoxal phosphate-dependent transferase, major domain;Glycine cleavage system P protein; Glycine dehydrogenase; glycine dehydrogenase, mitochondrial precursor; glycine dehydrogenase [decarboxylating]	2	2.1
evm_model_NODE_14_208;KZN85587.1;CEJ62399.1;OKP11756.1;EPS32038.1	0	0	0	1983500	1720400	0	Nucleophile aminohydrolases, N-terminal;Peptidase T1A, proteasome beta-subunit;Proteasome B-type subunit;Proteasome, subunit alpha/beta;proteasome-domain-containing protein; proteasome component PRE2; Proteasome subunit beta type-5	2	9.2
OKP14237.1;evm_model_NODE_2_541;CEO58818.1;EPS25713.1	0	0	0	0	1602300	0	CE4;Glycoside hydrolase/deacetylase, beta/alpha-barrel;NAD(P)-binding domain superfamily;NodB homology domain;Peptidoglycan deacetylase PgdA-like;Short-chain dehydrogenase/reductase SDR;polysaccharide deacetylase family protein-like protein; Glucose 1-dehydrogenase; putative xylanase/chitin deacetylase	2	5.2
OKO93347.1;evm_model_NODE_2_393;CEO58957.1;EPS25844.1	0	0	0	59575	0	0	Ribosomal protein L1;Ribosomal protein L1, 3-layer alpha/beta-sandwich;Ribosomal protein L1, conserved site;Ribosomal protein L1-like;Ribosomal protein L1/ribosomal biogenesis protein;60S ribosomal protein L10a; flavin-binding monooxygenase	2	12.4
OKP06408.1;KZN93544.1;EPS25299.1;CEO59350.1;evm_model_NODE_2_2;OKP14137.1;KZN85411.1;evm_model_NODE_10_66;EPS33430.1;CEO60306.1	0	0	0	0	0	431850	CENP-T/Histone H4, histone fold;Histone H4;Histone H4, conserved site;Histone-fold;TATA box binding protein associated factor (TAF);histone H4.2; histone H4.1; histone-fold-containing protein	2	17.5
OKP12846.1;evm_model_NODE_10_170;CEO60209.1;EPS33519.1	0	221020	0	0	0	0	Fructose-1,6-bisphosphatase;Fructose-1,6-bisphosphatase class 1;Fructose-1,6-bisphosphatase, active site;Fructose-1-6-bisphosphatase class I, N-terminal;Fructose-1,6-bisphosphatase class 1/Sedoheputulose-1,7-bisphosphatase; fructose-1,6-bisphosphatase Fbp1	2	9.3
EPS25486.1	141970	0	0	0	0	0		2	1.8
OKO98618.1;evm_model_NODE_34_63;EPS26238.1;KZN85499.1;CEO58300.1	0	0	0	685810	729050	616070	Ureohydrolase;Ureohydrolase domain superfamily;Ureohydrolase, manganese-binding site;agmatinase 2; arginase family-domain-containing protein; Arginase/deacetylase; Ureohydrolase	2	8.6
EPS29302.1	0	0	0	1274300	0	0		2	6.5
KZN83807.1;evm_model_NODE_16_48;EPS32198.1;CEJ58971.1;OKP14395.1	0	744870	0	0	0	0	Phosphoglycerate kinase;Phosphoglycerate kinase superfamily;Phosphoglycerate kinase, N-terminal;Phosphoglycerate kinase, conserved site;putative phosphoglycerate kinase PgkA; Bcpgk1	2	5.5
EPS34033.1	0	320660	0	0	0	0		2	2.1
evm_model_NODE_1_454	0	309820	0	0	0	0	NADH:flavin oxidoreductase/NADH oxidase, N-terminal;NADH:flavin oxidoreductase/NADH oxidase family protein	2	9.5
evm_model_NODE_1_513;KZN92135.1;EPS30314.1;OKO90851.1	0	219060	0	0	0	0	Peptide methionine sulphoxide reductase MsrA;Peptide methionine sulphoxide reductase MsrA superfamily;peptide methionine sulfoxide reductase	2	10.4
evm_model_NODE_10_177;OKP12838.1;CEO60202.1;EPS33528.1	0	0	0	0	450200	0	PH-like domain superfamily;Pleckstrin homology domain;conserved lysine-rich protein, putative; immunogenic protein	2	4.4
OKP13011.1;evm_model_NODE_10_36;CEO60339.1	0	0	818840	0	0	0	Peptidase S8 propeptide/proteinase inhibitor I9;Peptidase S8 propeptide/proteinase inhibitor I9 superfamily;hypothetical protein	2	45.8
evm_model_NODE_11_130;OKP10560.1	0	0	567240	0	0	0	EF-hand domain pair;secretory pathway protein Ssp120, putative; EF hand domain containing protein	2	18.1
evm_model_NODE_12_212;OKP08329.1	0	0	0	106080	0	0	Alpha/Beta hydrolase fold;Peptidase S28;Serine peptidase, family S28, putative; Serine carboxypeptidase S28 family protein	2	4.8
evm_model_NODE_12_288;OKP08265.1	0	0	467910	0	0	0	Allergen Asp f 4;allergen, putative; allergen Asp f 4	2	12.2
OKO98434.1;evm_model_NODE_13_113;KZN92731.1	0	0	0	0	0	182200	Alpha/Beta hydrolase fold;Alpha/beta hydrolase fold-1;alpha/beta-hydrolase; probable fusarubin cluster-esterase	2	9.5
evm_model_NODE_14_105;OKP00461.1;EPS28627.1	0	228320	0	0	0	0	GH30_7;Glycoside hydrolase family 30;Glycoside hydrolase superfamily;Glycosyl hydrolase family 30, beta sandwich domain;Glycosyl hydrolase, all-beta;glycoside hydrolase family 5 protein; cellulosome enzyme	2	5.7
KZN85252.1;evm_model_NODE_14_161;OKP11812.1	0	5786000	3258800	8807800	10291000	6763500	sem anotacao InterPro;16 kDa allergen; hypothetical protein FOXG_10750	2	11.3
evm_model_NODE_14_24;OKP01981.1	0	0	0	226230	0	0	Sortilin, C-terminal;Sortilin, N-terminal;VPS10;WD40/YVTN repeat-like-containing domain superfamily;Vacuolar protein sorting/targeting protein 10; Vacuolar protein sorting/targeting protein 10; AltName: Full=Carboxypeptidase Y receptor; Short=CPY receptor; AltName: Full=Sortilin vps10; AltName: Full=Vacuolar carboxypeptidase sorting receptor vps10	2	1.8
evm_model_NODE_15_144;OKP12401.1	0	0	0	0	61710	0	Domain of unknown function DUF1996;WSC domain-containing protein; murein transglycosylase	2	6.5
OKP12361.1;evm_model_NODE_15_172	0	0	1814800	0	0	0	Cyanovirin-N;Cyanovirin-N superfamily;Cyanovirin-N; CVNH domain-containing protein	2	11.9
OKP12309.1;evm_model_NODE_15_226;EPS34974.1;CEJ59899.1	0	0	0	0	61763	0	FAD dependent oxidoreductase;FAD/NAD(P)-binding domain superfamily;FAD dependent oxidoreductase	2	24.6
OKP09282.1;evm_model_NODE_15_93;CEJ60038.1	0	0	0	264490	0	0	Primosome PriB/single-strand DNA-binding;Single-stranded DNA-binding protein;putative ssDNA binding protein; Nucleic acid-binding, OB-fold; Single-strand binding protein family	2	18.3
OKP13411.1;evm_model_NODE_17_105;EPS27079.1;CEJ57411.1	332140	0	0	0	0	238850	Glycolipid transfer protein domain;Glycolipid transfer protein superfamily;glycolipid transfer protein domain-containing protein; HET-C protein; Pleckstriny domain-containing family A member 8	2	10.9
evm_model_NODE_17_243;OKO97492.1	0	0	105690	0	0	0	Class I glutamine amidotransferase-like;DJ-1/PfpI;ThiJ/PfpI family protein; class I glutamine amidotransferase-like protein	2	19.7
OKP09604.1;evm_model_NODE_18_118	0	0	0	173380	0	114910	GH5_5;Glycoside hydrolase superfamily;Glycoside hydrolase, family 5;Endoglucanase 1; AltName: Full=Carboxymethyl-cellulase I; Short=CMCase I; AltName: Full=Endo-1,4-beta-glucanase; AltName: Full=Endoglucanase I; glycoside hydrolase family 5 protein	2	7.4
evm_model_NODE_18_214	0	0	0	0	0	406900	sem anotacao InterPro;hypothetical protein	2	19.5
OKP13950.1;evm_model_NODE_18_215;CEJ57942.1	239520000	154420000	183110000	107980000	132560000	212940000	Metallopeptidase, catalytic domain superfamily;Peptidase M35, deuterolysin;neutral protease II; Penicillolysin; AltName: Full=Deuterolysin	2	6.8
evm_model_NODE_18_223	0	0	0	0	0	224700	GH43_29;Carbohydrate binding module family 6;Cellulose binding, type IV;Galactose-binding-like domain superfamily;Glycosyl hydrolase, five-bladed beta-propellor domain superfamily;glycosyl hydrolase family 43 protein; xylosidase, putative; glycoside hydrolase family 43 protein; carbohydrate-binding module family 6 protein	2	4.9
evm_model_NODE_19_142	0	0	0	0	157310	0	sem anotacao InterPro;hypothetical protein	2	26.6
OKP09963.1;evm_model_NODE_2_241;CEO59105.1	0	54524	0	0	0	0	GT47;Adenylosuccinate synthase,  active site;Adenylosuccinate synthase, GTP-binding site;Adenylosuccinate synthetase;P-loop containing nucleoside triphosphate hydrolase;Adenylosuccinate synthetase; Short=AMPSase; Short=AdSS	2	6.2
evm_model_NODE_2_331;OKO93283.1	0	0	0	0	142440	0	GH16;Concanavalin A-like lectin/glucanase domain superfamily;Glycoside hydrolase family 16;Glycoside hydrolase, family 16, CRH1, predicted;Concanavalin A-like lectin/glucanase, subgroup; extracellular cell wall glucanase Crf1/allergen Asp F9	2	5.7
OKO94549.1;evm_model_NODE_2_601;KZN88642.1;EPS25661.1	0	0	0	0	0	518040	Gamma-glutamyltranspeptidase;Nucleophile aminohydrolases, N-terminal;gamma-glutamyltranspeptidase; Gamma-glutamyltransferase; Glutathione hydrolase proenzyme; AltName: Full=Gamma-glutamyltransferase ARB_02921; AltName: Full=Gamma-glutamyltranspeptidase; Short=Gamma-GT; AltName: Full=Leukotriene-C4 hydrolase; Contains: RecName: Full=Glutathione hydrolase heavy chain; Contains: RecName: Full=Glutathione hydrolase light chain	2	4
OKP06307.1;evm_model_NODE_2_97;CEO59253.1;EPS25377.1	0	0	264050	0	0	0	GH55;Pectate lyase superfamily protein;Pectin lyase fold;Pectin lyase fold/virulence factor;Exo-1,3-beta-D-glucanase, putative; glycoside hydrolase family 55 protein	2	3.1
OKO97671.1;evm_model_NODE_20_153;EPS29629.1;CEJ56641.1;KZN90526.1	0	77745	92379	0	0	0	Alpha tubulin;Beta tubulin, autoregulation binding site;Tubulin;Tubulin, C-terminal;Tubulin, conserved site;Tubulin/FtsZ, 2-layer sandwich domain;Tubulin/FtsZ, C-terminal;Tubulin/FtsZ, C-terminal domain superfamily;Tubulin/FtsZ, GTPase domain;Tubulin/FtsZ, GTPase domain superfamily;tubulin alpha-1 subunit; tubulin alpha-1 chain	2	6.5
evm_model_NODE_20_178	0	0	0	0	0	67230	Protein of unknown function DUF3712;hypothetical protein	2	5.9
evm_model_NODE_20_29;OKP10115.1;KZN90454.1;CEJ56766.1;EPS29518.1	0	0	88148	0	0	0	GH76;Glycoside hydrolase, family 76;Mannan endo-1,6-alpha-mannosidase;Six-hairpin glycosidase superfamily;Glycosyl hydrolase, putative; mannan endo-1,6-alpha-mannosidase	2	5.4
evm_model_NODE_20_88	0	3854500	4757300	0	0	0	sem anotacao InterPro;IgE-binding protein	2	12.5
OKO95974.1;evm_model_NODE_21_2;EPS31169.1;CEJ62005.1	0	0	109170	0	0	0	LysM domain;LysM domain superfamily;Lysozyme-like domain superfamily;muramidase, putative; exo-beta-1,3-glucanase, putative; glycoside hydrolase, partial	2	9.2
evm_model_NODE_21_92;OKO95870.1	0	0	0	0	0	619390	ML-like domain;TRP-like family;DUF907 domain protein; TRP-like family; Transient receptor potential (TRP) domain containing protein	2	3.5
OKP13550.1;evm_model_NODE_22_106;CEJ59624.1	0	0	0	8929800	2985700	5153600	Intradiol ring-cleavage dioxygenase, C-terminal;Intradiol ring-cleavage dioxygenase, core;extracellular dioxygenase; aromatic compound dioxygenase	2	10.4
evm_model_NODE_22_161	0	0	613320	0	0	0	NAC A/B domain superfamily;Nascent polypeptide-associated complex NAC domain;Nascent polypeptide-associated complex subunit alpha;Nascent polypeptide-associated complex subunit alpha; Short=NAC-alpha	2	16.3
evm_model_NODE_23_152;OKP01307.1	0	0	628900	0	0	0	Aspartic peptidase A1 family;Aspartic peptidase domain superfamily;Peptidase family A1 domain;Secreted aspartic endopeptidase;acid protease; aspartic peptidase domain-containing protein; aspartic-type endopeptidase opsB	2	6.1
evm_model_NODE_24_167;OKO95592.1	0	0	0	0	105070	0	NAD(P)-binding domain;NAD(P)-binding domain superfamily;NAD dependent epimerase/dehydratase family protein; related to nucleoside-diphosphate-sugar epimerase	2	8.9
OKO95668.1;evm_model_NODE_24_79	0	0	0	64573	0	0	EthD domain;EthD domain-containing protein	2	21.2
evm_model_NODE_26_178;OKP10861.1;CEJ61112.1	0	3517.9	0	0	0	0	Histidine phosphatase superfamily;Histidine phosphatase superfamily, clade-2;extracellular phytase, putative; phosphoglycerate mutase-like protein; Histidine phosphatase superfamily, clade-2	2	5.4
OKP11527.1;evm_model_NODE_27_53;KZN86900.1;EPS26631.1;CEJ56883.1	0	0	0	0	0	9571.8	Acyl-CoA dehydrogenase-like, C-terminal;Acyl-CoA dehydrogenase/oxidase C-terminal;Acyl-CoA dehydrogenase/oxidase, N-terminal;Acyl-CoA dehydrogenase/oxidase, N-terminal and middle domain superfamily;Acyl-CoA oxidase/dehydrogenase, central domain;Acyl-CoA dehydrogenase, N-terminal; Glutaryl-CoA dehydrogenase, putative	2	8.5
OKP09423.1;evm_model_NODE_28_110;KZN84804.1;EPS34171.1;CEJ62096.1	0	0	0	73613	0	0	Citrate synthase;Citrate synthase active site;Citrate synthase superfamily;Citrate synthase, eukaryotic-type;Citrate synthase-like, large alpha subdomain;Citrate synthase-like, small alpha subdomain;Citrate synthase; citrate synthase mitochondrial precursor; citrate synthase (Cit1), putative	2	4.7
evm_model_NODE_28_88	205310	183980	0	0	0	0	Carbohydrate kinase, FGGY, C-terminal;Carbohydrate kinase, FGGY, N-terminal;Probable D-xylulose kinase A; xylulokinase; actin-like ATPase domain-containing protein	2	5.8
evm_model_NODE_29_142;CEO59801.1;OKP11076.1;EPS33076.1	0	0	0	0	167660	0	GH93;Sialidase superfamily;glycoside hydrolase family 93 protein; BNR/Asp-box repeat domain-containing protein	2	5.8
OKP00898.1;evm_model_NODE_3_308	0	939850	678290	0	0	825000	Creatinase, N-terminal;Creatinase/Aminopeptidase P/Spt16, N-terminal;Creatinase/aminopeptidase-like;Peptidase M24;Peptidase M24, C-terminal domain;Peptidase M24B, X-Pro dipeptidase/aminopeptidase P, conserved site;Probable Xaa-Pro aminopeptidase P; Short=AMPP; Short=Aminopeptidase P; AltName: Full=Aminoacylproline aminopeptidase	2	19.5
evm_model_NODE_30_49;OKO97413.1;CEJ57204.1	0	178140	0	0	0	0	Aldolase-type TIM barrel;DeoC/FbaB/ lacD aldolase;Deoxyribose-phosphate aldolase;Deoxyribose-phosphate aldolase type I;Aldolase-type TIM barrel; deoxyribose-phosphate aldolase; DUF171-domain-containing protein	2	9
evm_model_NODE_30_90;OKO97368.1	0	0	482060	0	0	0	Thioredoxin;Thioredoxin domain;Thioredoxin-like superfamily;thioredoxin; thioredoxin TrxA; Bctrx1; cytosolic thioredoxin Trx1	2	25.9
evm_model_NODE_34_49;OKO98634.1	0	0	0	0	0	774830	GH15;Carbohydrate binding module family 20;Carbohydrate-binding-like fold;GH15-like domain;Glucoamylase;Glucoamylase, CBM20 domain;Glucoamylase, starch-binding;Immunoglobulin-like fold;Six-hairpin glycosidase superfamily;Six-hairpin glycosidase-like superfamily;glucoamylase precursor; putative glucan 1,4-alpha-glucosidase	2	5.3
OKO98882.1;evm_model_NODE_35_22;KZN91871.1;CEJ56398.1	0	0	0	0	0	260080	Aldolase-type TIM barrel;Fructose-bisphosphate aldolase, class II, yeast/E. coli subtype;Fructose-bisphosphate aldolase, class-II;fructose-bisphosphate aldolase, class II	2	8.3
evm_model_NODE_38_43	11605000	10492000	10183000	31739000	25522000	32030000	GH3;Fibronectin type III-like domain;Galactose-binding-like domain superfamily;Glycoside hydrolase family 3 C-terminal domain;Glycoside hydrolase family 3 C-terminal domain superfamily;Glycoside hydrolase, family 3, N-terminal;Glycoside hydrolase, family 3, N-terminal domain superfamily;Glycoside hydrolase, family 3, active site;Immunoglobulin-like fold;PA14 domain;PA14/GLEYA domain;Beta-glucosidase; Glycoside hydrolase family 3; Probable beta-glucosidase I; AltName: Full=Beta-D-glucoside glucohydrolase I; AltName: Full=Cellobiase I	2	41.8
evm_model_NODE_38_54;OKO98046.1;CEJ61278.1;EPS29298.1	0	0	0	0	238390	0	Aromatic-L-amino-acid decarboxylase;Pyridoxal phosphate-dependent decarboxylase;Pyridoxal phosphate-dependent transferase;Pyridoxal phosphate-dependent transferase domain 1;Pyridoxal phosphate-dependent transferase, major domain;Pyridoxal-phosphate binding site;Aromatic-L-amino-acid decarboxylase, putative	2	5.3
OKP14114.1;evm_model_NODE_39_50	0	0	0	0	0	292400	Aminotransferase class V domain;Pyridoxal phosphate-dependent transferase;Pyridoxal phosphate-dependent transferase domain 1;aminotransferase; cysteine desulfurase; Pyridoxal phosphate-dependent transferase, major region, subdomain 2	2	7.9
evm_model_NODE_39_86;OKP06054.1	0	0	0	0	121050	0	GH3;Fibronectin type III-like domain;Glycoside hydrolase family 3 C-terminal domain superfamily;Glycoside hydrolase superfamily;Glycoside hydrolase, family 3, N-terminal;Glycoside hydrolase, family 3, N-terminal domain superfamily;Immunoglobulin-like fold;beta-glucosidase, putative; glycoside hydrolase	2	5.3
OKP11646.1;evm_model_NODE_4_232;EPS28961.1;CEJ60713.1;KZN90558.1	0	0	0	472070	0	0	ClpP/crotonase-like domain superfamily;Enoyl-CoA hydratase, C-terminal;Enoyl-CoA hydratase/isomerase;Enoyl-CoA hydratase/isomerase, conserved site;enoyl-CoA hydratase; enoyl-CoA hydratase/isomerase family protein	2	10.6
evm_model_NODE_41_44;CEJ54708.1;OKP03825.1	0	0	0	0	0	1798600	NAD(P)-binding domain superfamily;Oxidoreductase, N-terminal;Dimeric dihydrodiol dehydrogenase, putative; NADP:D-xylose dehydrogenase	2	9.3
evm_model_NODE_42_19;OKP14964.1;CEJ55136.1	0	663780	0	0	0	0	sem anotacao InterPro;hypothetical protein	2	6.4
OKP13295.1;evm_model_NODE_42_48;EPS30914.1;CEJ55161.1	454240	0	0	0	0	0	Nucleotide-diphospho-sugar transferases;UDPGP family;UDP-N-acetylglucosamine pyrophosphorylase; nucleotide-diphospho-sugar transferase	2	3.5
evm_model_NODE_45_52;OKP02337.1;EPS34097.1;CEO61148.1	1218200	0	856600	0	0	0	G-protein beta WD-40 repeat;Protein Sec13;Sec13/Seh1 family;WD40 repeat;WD40-repeat-containing domain;WD40-repeat-containing domain superfamily;WD40/YVTN repeat-like-containing domain superfamily;Nuclear pore complex subunit (SEC13), putative; protein transport protein sec13; protein transporter SEC13; WD40 repeat-like protein	2	9.1
OKP13783.1;evm_model_NODE_46_43;EPS28342.1;CEJ53678.1	0	593380	0	0	0	0	Aldo/keto reductase;NADP-dependent oxidoreductase domain;NADP-dependent oxidoreductase domain superfamily;Aldo/keto reductase subgroup; aldehyde reductase 1	2	11.3
OKO99983.1;evm_model_NODE_48_41	0	0	0	0	0	538080	CE1;Alpha/Beta hydrolase fold;Cellulose-binding domain, fungal;Esterase, PHB depolymerase;Acetylxylan esterase A; AltName: Full=AXE I; AltName: Full=Acetylxylan esterase 1; carbohydrate esterase family 1 protein	2	8.9
evm_model_NODE_5_123;CEJ54516.1	0	569410	0	0	0	0		2	13.4
OKO93936.1;evm_model_NODE_5_160	0	0	0	0	180820	0	P-loop containing nucleoside triphosphate hydrolase;Small GTP-binding protein domain;Small GTPase superfamily;Small GTPase superfamily, Rho type;Rho GTPase Rho1; GTP-binding protein rhoA; AltName: Full=Rho1 protein homolog	2	8.2
evm_model_NODE_5_410;OKO93662.1;CEJ54236.1	0	0	0	1761200	0	2329700	Kre9/Knh1 family;GPI anchored serine-threonine rich protein	2	10
evm_model_NODE_50_24;OKO89579.1;CEJ54885.1	0	0	17762	0	0	0		2	4.2
evm_model_NODE_52_7;OKP10814.1	0	0	237920	0	0	0	AP complex, mu/sigma subunit;Longin-like domain superfamily;Coatomer subunit zeta, putative; snare-like protein	2	17.9
OKO90305.1;evm_model_NODE_6_98;KZN86181.1	0	0	745910	0	0	485110	Alpha/Beta hydrolase fold;Peptidase S10, serine carboxypeptidase;Propeptide, carboxypeptidase Y;Serine carboxypeptidase, serine active site;Carboxypeptidase Y homolog A; carboxypeptidase CpyA/Prc1, putative	2	4
evm_model_NODE_63_28;EPS28615.1;CEJ59497.1;OKP13420.1	0	32417	0	0	0	0	Armadillo-like helical;Armadillo-type fold;CAS/CSE, C-terminal;Exportin/Importin, Cse1-like;Importin-beta, N-terminal domain;Chromosome segregation protein Cse1, putative; importin-alpha re-exporter	2	2.6
OKO94965.1;evm_model_NODE_7_158;KZN84292.1;CEJ56197.1;EPS30168.1	0	0	0	678430	548200	0	Band 7 domain;Band 7/SPFH domain superfamily;Stomatin family;stomatin family protein; Band 7 protein; SPFH domain / Band 7 family protein; membrane protease subunit, stomatin/prohibitin like protein	2	8.5
evm_model_NODE_7_263;OKO99263.1;CEJ55376.1;EPS30726.1	0	0	0	263510	0	0	Ribosomal protein L30, N-terminal;Ribosomal protein L30, central domain, archaeal type;Ribosomal protein L30, ferredoxin-like fold domain;Ribosomal protein L30, ferredoxin-like fold domain superfamily;Ribosomal protein L7, eukaryotic;Ribosomal protein L7, eukaryotic/archaeal;60S ribosomal protein L7; large subunit ribosomal protein L7e	2	10.5
evm_model_NODE_7_51;OKP13838.1	0	130390	0	0	0	0	Glutathione S-transferase, C-terminal;Glutathione S-transferase, C-terminal domain superfamily;Glutathione S-transferase, C-terminal-like;Glutathione S-transferase, N-terminal;Thioredoxin-like superfamily;Glutathione S-transferase/chloride channel, C-terminal; glutathione S-transferase GstA; theta class glutathione S-transferase	2	11.5
evm_model_NODE_8_189;OKP07434.1	0	0	0	0	0	1867500	GH12;Concanavalin A-like lectin/glucanase domain superfamily;Glycoside hydrolase family 11/12;Glycoside hydrolase family 12;endoglucanase-1; glycoside hydrolase family 12 protein	2	9.3
OKP07458.1;evm_model_NODE_8_211	5492800	5797200	5736900	0	0	0	Cytochrome b5-like heme/steroid binding domain;Cytochrome b5-like heme/steroid binding domain superfamily;FAD-dependent oxidoreductase 2, FAD binding domain;FAD/NAD(P)-binding domain superfamily;Flavocytochrome c;Succinate dehydrogenase/fumarate reductase flavoprotein, catalytic domain superfamily;Fumarate reductase Osm1, putative; Flavocytochrome c	2	18.5
evm_model_NODE_9_112;OKO98311.1	0	0	0	493600	611350	541120	sem anotacao InterPro;GPI anchored cell wall protein, putative	2	15
OKO98196.1;evm_model_NODE_9_215;EPS33858.1;OKO99645.1;evm_model_NODE_17_39;EPS27137.1;CEJ57481.1	0	277780	0	0	0	0	Aldolase-type TIM barrel;NADH:flavin oxidoreductase/NADH oxidase, N-terminal;NADH-dependent flavin oxidoreductase	2	6.7
evm_model_NODE_9_290;OKP13171.1;CEO60495.1	0	439090	0	0	0	0	sem anotacao InterPro;hypothetical protein	2	12.3
KZN85664.1	0	0	0	0	7911	0		2	0.7
KZN92225.1	0	0	0	0	268060	0		2	9.2
OKO99799.1;evm_model_NODE_3_157;EPS34479.1;CEJ60435.1	0	0	0	0	173340	0	60S ribosomal protein L4, C-terminal domain;Ribosomal protein L4 domain superfamily;Ribosomal protein L4/L1e;60S ribosomal protein L4-2; large subunit ribosomal protein L4e	2	7.9
